ticket_id,customer_id,created_date,channel,subject,ticket_text,category,priority
TKT-100022,CUST-9057,2026-06-05 21:18,Phone,Order stuck in processing,"the delivery driver left my package in plain view of the street, I'm worried about theft.",Shipping & Delivery,Medium
TKT-102139,CUST-1323,2026-06-06 02:54,Email,two-factor authentication not working,"I can't upload files through the two-factor authentication, it just shows error ERR_CONN_RESET and nothing happens.",Technical Issue,High
TKT-100987,CUST-2088,2026-06-06 04:05,Chat,Refund amount incorrect,"I cancelled my Basic Plan within the trial period but was still charged $99.99, please refund.",Refund Request,High
TKT-101181,CUST-9238,2026-06-06 05:30,Chat,Can't log in to my account,I'm getting error ERR_SYNC_77 every time I try to open the notification settings on my iPad. It's been happening for 15 days now. Appreciate the help.,Account Access,High
TKT-100146,CUST-8235,2026-06-06 07:06,Web Form,Unable to reset password,"Hi team, my account shows as suspended, I have no idea why. Please help urgently, I need this for work. Please advise.",Account Access,Critical
TKT-101359,CUST-1804,2026-06-06 07:26,Web Form,Package marked delivered but missing,"Received only part of my order, the desk lamp is missing from the package. Thanks.",Shipping & Delivery,High
TKT-102059,CUST-9409,2026-06-06 07:55,Web Form,Feature suggestion for file upload feature,how does the tablet case compare to ur previous model in terms of battery life?,Feature Request,Low
TKT-100977,CUST-5093,2026-06-06 10:57,Email,Can't log in to my account,how long does account verification usually take? Submitted my documents 11 days ago.,Account Access,Low
TKT-100478,CUST-3174,2026-06-06 12:17,Email,Integration request,"Any chance of adding a dark theme option across the whole platform, not just calendar sync?",Feature Request,Low
TKT-101847,CUST-2303,2026-06-06 12:23,Phone,Refund request for order ORD-62068,"Hello Support, pls refund my money for Premium Plan, cancelled weeks ago and still got charged $19.99 Thanks.",Refund Request,High
TKT-100810,CUST-3789,2026-06-06 12:41,Web Form,Unexpected charge of $49.99,"There's a $49.99 charge on my statement I don't recognize, can you clarify what this is for? Please advise.",Billing Issue,Medium
TKT-100218,CUST-2161,2026-06-06 12:46,Email,Bug in dashboard,i think there's a glitch in the dashboard - numbers don't add up correctly after syncing.,Technical Issue,Medium
TKT-102090,CUST-8032,2026-06-06 14:11,Email,2FA code not received,"Locked out of my account after too many failed login attempts, can someone unlock it?",Account Access,High
TKT-100352,CUST-6001,2026-06-06 14:33,Phone,Damaged item received,"The delivery driver left my package in plain view of the street, I'm worried about theft. Looking forward to your response.",Shipping & Delivery,High
TKT-100460,CUST-3920,2026-06-06 20:34,Chat,App crashing on iPad,"Could you check why the customer portal sync with our calendar stopped working since June 06, 2026? Thanks.",Technical Issue,Medium
TKT-101022,CUST-6456,2026-06-06 20:53,Phone,Unable to reset password,How long does account verification usually take? Submitted my documents 14 days ago.,Account Access,Low
TKT-101422,CUST-1782,2026-06-07 02:43,Email,Pricing question,curious if two-factor authentication works offline or requires constant internet connection.,Product Inquiry,Low
TKT-100530,CUST-6850,2026-06-07 03:16,Chat,Duplicate charge on my account,"Hello Support, i was billed for the Annual Membership even though I cancelled it back on April 23, 2026.",Billing Issue,Critical
TKT-101963,CUST-8395,2026-06-07 06:15,Web Form,Refund amount incorrect,"Was promised a refund of $149.99 by a support agent on February 01, 2026, hasn't been processed yet.",Refund Request,High
TKT-101268,CUST-7274,2026-06-07 08:37,Chat,Platform down,"The website's checkout page throws error ERR_4042 at the final step, customers can't complete purchases. URGENT. Thank you.",Technical Issue,High
TKT-101480,CUST-8997,2026-06-07 10:33,Chat,Damaged item received,"Hi team, can I change the shipping address for order ORD-33464? It hasn't shipped yet I think.",Shipping & Delivery,Medium
TKT-100010,CUST-2044,2026-06-07 10:38,Email,App crashing on Firefox browser,"Just a heads up, the search bar in customer portal returns no results even for exact matches. Thanks.",Technical Issue,Medium
TKT-100877,CUST-8619,2026-06-07 15:32,Phone,Sync issue with mobile app,"The mobile app has been completely down since April 01, 2026 and I can't get any work done. This is extremely urgent, please fix it ASAP.",Technical Issue,Critical
TKT-100270,CUST-7038,2026-06-07 15:51,Chat,Suggestion for mobile app improvement,"Any chance of adding a dark theme option across the whole platform, not just mobile app?",Feature Request,Low
TKT-101892,CUST-1897,2026-06-07 16:35,Email,Bug in reporting module,"Could you check why the reporting module sync with our calendar stopped working since January 14, 2026?",Technical Issue,Medium
TKT-100646,CUST-8491,2026-06-07 17:54,Chat,Unexpected charge of $29.99,"my card was charged $29.99 on February 02, 2026 but I never authorized this transaction.",Billing Issue,Critical
TKT-101439,CUST-3301,2026-06-07 18:29,Web Form,App crashing on Chrome browser,i think there's a glitch in the dark mode setting - numbers don't add up correctly after syncing.,Technical Issue,Medium
TKT-102084,CUST-7003,2026-06-07 19:07,Phone,reporting module not working,Dark mode setting in reporting module resets itself every time I refresh the page.,Technical Issue,Low
TKT-100564,CUST-5414,2026-06-07 20:06,Email,New feature idea,Feature idea: let us tag and filter items by custom labels in two-factor authentication. Thank you.,Feature Request,Low
TKT-101685,CUST-8529,2026-06-07 20:20,Email,search function not working,"Hi team, just a heads up, the search bar in search function returns no results even for exact matches.",Technical Issue,Medium
TKT-101094,CUST-6815,2026-06-07 21:13,Web Form,Question about my invoice,Can someone explain why my invoice shows $49.99 when my plan is supposed to cost less? Appreciate the help.,Billing Issue,Medium
TKT-101048,CUST-6148,2026-06-07 21:44,Email,Sync issue with data export tool,"Please prioritize this, it's been an ongoing issue for a bit now.",Technical Issue,High
TKT-102044,CUST-8290,2026-06-07 22:55,Email,Account suspended,how long does account verification usually take? Submitted my documents 19 days ago.,Account Access,Low
TKT-100607,CUST-7513,2026-06-08 05:16,Web Form,Order stuck in processing,"Hello Support, my order ORD-61788 was supposed to arrive on January 17, 2026 but tracking hasn't updated in 3 days.",Shipping & Delivery,High
TKT-100888,CUST-6377,2026-06-08 06:11,Email,Request: dark mode support,Would be great to have role-based permissions for two-factor authentication instead of all-or-nothing access.,Feature Request,Low
TKT-101394,CUST-4442,2026-06-08 09:13,Web Form,Suspicious login activity,"account access is completely blocked for our whole team since this morning, please escalate.",Account Access,Critical
TKT-102111,CUST-7223,2026-06-08 09:19,Web Form,Product availability question,Does the phone case come in any other colors besides what's shown on the website?,Product Inquiry,Low
TKT-100208,CUST-8353,2026-06-08 12:14,Chat,Basic Plan vs Premium Plan comparison,"Hi team, i'm not sure what happened but something definitely isn't right.",Product Inquiry,Medium
TKT-100622,CUST-1348,2026-06-08 12:20,Phone,Subscription renewal issue,"Hi, i was billed for the Pro Plan even though I cancelled it back on April 09, 2026.",Billing Issue,High
TKT-100057,CUST-5999,2026-06-08 13:30,Chat,Refund for double billing,"I noticed a late fee of $79.99 added to my account, but I paid on time. Please review.",Billing Issue,Medium
TKT-100426,CUST-5929,2026-06-08 14:39,Email,Order ORD-92534 delayed,"the packaging for the monitor stand was completely soaked, looks like water damage. Appreciate the help.",Shipping & Delivery,Medium
TKT-101239,CUST-4184,2026-06-08 15:39,Email,Refund for double billing,"Hello Support, could u send me a copy of my invoice for January 27, 2026? I need it for expense reporting.",Billing Issue,Medium
TKT-101108,CUST-8727,2026-06-08 16:32,Web Form,Feature suggestion for team collaboration tool,"suggesting an API rate limit increase for the Annual Membership tier, we're hitting limits often.",Feature Request,Medium
TKT-100494,CUST-4982,2026-06-08 17:37,Phone,Refund amount incorrect,Is there a restocking fee if I return the smart watch for a refund?,Refund Request,Low
TKT-101443,CUST-3927,2026-06-08 22:20,Web Form,New feature idea,would love to see keyboard shortcuts added to the search function for power users.,Feature Request,Low
TKT-102185,CUST-2042,2026-06-09 05:40,Phone,Shipping address change request,"Requesting to cancel order ORD-61755 before it ships, placed it by mistake.",Shipping & Delivery,Medium
TKT-101541,CUST-8736,2026-06-09 06:33,Chat,Integration request,"Requesting a bulk edit option in reporting module, editing items one by one is really slow.",Feature Request,Medium
TKT-101262,CUST-7911,2026-06-09 11:54,Phone,Refund request for order ORD-66941,refund for order ORD-66941 was approved but I haven't seen the $19.99 back in my account yet.,Refund Request,High
TKT-100486,CUST-1942,2026-06-09 14:17,Phone,Unexpected charge of $79.99,"Hi team, my credit card on file expired and I think that's why my last payment of $79.99 bounced.",Billing Issue,Medium
TKT-102013,CUST-4425,2026-06-09 15:29,Email,Slow performance issue,"This is really frustrating, please help me sort it out.",Technical Issue,Medium
TKT-100760,CUST-5887,2026-06-09 19:14,Chat,Integration request,Would love to see keyboard shortcuts added to the reporting module for power users.,Feature Request,Medium
TKT-100848,CUST-8997,2026-06-09 19:31,Chat,Order ORD-18435 delayed,"pls refund my money for Enterprise Plan, cancelled weeks ago and still got charged $9.99",Shipping & Delivery,High
TKT-101523,CUST-1744,2026-06-09 19:33,Chat,Integration request,can u add support for recurring tasks within calendar sync? Currently have to recreate them manually.,Feature Request,Medium
TKT-100419,CUST-3775,2026-06-09 21:22,Chat,Order ORD-12461 delayed,"Hi team, just want to double check the estimated delivery window for order ORD-12461.",Shipping & Delivery,Low
TKT-101984,CUST-6416,2026-06-09 22:44,Chat,Unable to reset password,"Hello, i'm having an issue and need someone to help me as soon as possible. Please advise.",Account Access,Medium
TKT-101894,CUST-3094,2026-06-10 00:18,Phone,Refund request for order ORD-87929,"Requesting refund confirmation in writing for order ORD-87929, need it for my records.",Refund Request,Low
TKT-101936,CUST-1977,2026-06-10 01:24,Phone,Error TIMEOUT_108 when using dashboard,"Hello Support, the dashboard keeps crashing whenever I try to save changes. Could someone look into this?",Technical Issue,High
TKT-101199,CUST-7527,2026-06-10 10:37,Phone,Unable to reset password,I'm not sure what happened but something definitely isn't right. Thanks.,Account Access,High
TKT-101258,CUST-6548,2026-06-10 11:06,Chat,Update payment method,"Could you send me a copy of my invoice for June 02, 2026? I need it for expense reporting.",Billing Issue,Low
TKT-101697,CUST-1598,2026-06-10 13:03,Chat,Account recovery needed,"My account got flagged for suspicious activity, but it was just me logging in from a new laptop.",Account Access,Medium
TKT-101218,CUST-8517,2026-06-10 22:40,Chat,New feature idea,Please add a way to schedule reports in notification settings instead of generating them manually each time. Looking forward to your response.,Feature Request,Low
TKT-100084,CUST-5524,2026-06-10 23:58,Phone,Partial refund needed,Is there a restocking fee if I return the desk lamp for a refund?,Refund Request,Low
TKT-102032,CUST-1351,2026-06-11 01:04,Phone,Compatibility question,"Can the Standard Plan be used by both individuals and businesses, or is it business-only?",Product Inquiry,Low
TKT-101594,CUST-6467,2026-06-11 03:06,Email,Account suspended,"Hello, my session keeps expiring every few minutes, having to log in repeatedly is really annoying.",Account Access,Medium
TKT-100667,CUST-8381,2026-06-11 03:43,Web Form,2FA code not received,"We're unable to generate reports through file upload feature, it just spins forever and times out.",Account Access,High
TKT-100337,CUST-3364,2026-06-11 08:58,Web Form,Unexpected charge of $49.99,My credit card on file expired and I think that's why my last payment of $49.99 bounced.,Billing Issue,Medium
